100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
200,150
100,100
100,110
100,120
100,130
100,140
100,150
200,100
200,110
200,120
200,130
200,140
